"matching","Lake","LAKE","type","sample","layer","X_Coordinate","Y_Coordinate"
"1401CHE0106_Chestnut Ridge Pond","Chestnut Ridge Pond","1401CHE0106","Sample1","2014CHE0S12","hyp",-74.8878,41.6776
"1401CHE0106_Chestnut Ridge Pond","Chestnut Ridge Pond","1401CHE0106","Sample2","2014CHE0S21","epi",-74.8878,41.6776
"1401CHE0106_Chestnut Ridge Pond","Chestnut Ridge Pond","1401CHE0106","Sample2","2014CHE0S22","hyp",-74.8878,41.6776
"1401CHE0106_Chestnut Ridge Pond","Chestnut Ridge Pond","1401CHE0106","Sample3","2014CHE0S32","hyp",-74.8878,41.6776
"1401CHE0106_Chestnut Ridge Pond","Chestnut Ridge Pond","1401CHE0106","Sample5","2014CHE0S52","hyp",-74.8878,41.6776
"1401CHE0106_Chestnut Ridge Pond","Chestnut Ridge Pond","1401CHE0106","Sample5","2014CHE0S51","epi",-74.8878,41.6776
"1401CHE0106_Chestnut Ridge Pond","Chestnut Ridge Pond","1401CHE0106","Sample3","2014CHE0S31","epi",-74.8878,41.6776
"1401CHE0106_Chestnut Ridge Pond","Chestnut Ridge Pond","1401CHE0106","Sample4","2014CHE0S42","hyp",-74.8878,41.6776
"1401CHE0106_Chestnut Ridge Pond","Chestnut Ridge Pond","1401CHE0106","Sample4","2014CHE0S41","epi",-74.8878,41.6776
"1401HUN0216_Lake Huntington","Lake Huntington","1401HUN0216","Sample5","2014HUN0S52","hyp",-74.9902,41.6831
"1401HUN0216_Lake Huntington","Lake Huntington","1401HUN0216","Sample4","2014HUN0S42","hyp",-74.9902,41.6831
"1401HUN0216_Lake Huntington","Lake Huntington","1401HUN0216","Sample4","2014HUN0S41","epi",-74.9902,41.6831
"1401HUN0216_Lake Huntington","Lake Huntington","1401HUN0216","Sample5","2014HUN0S51","epi",-74.9902,41.6831
"1401MOU0114_Mountain Lake","Mountain Lake","1401MOU0114","Sample2","2014MOU0S22","hyp",-74.814,41.6576
"1401MOU0114_Mountain Lake","Mountain Lake","1401MOU0114","Sample5","2014MOU0S52","hyp",-74.814,41.6576
"1401MOU0114_Mountain Lake","Mountain Lake","1401MOU0114","Sample2","2014MOU0S21","epi",-74.814,41.6576
"1401MOU0114_Mountain Lake","Mountain Lake","1401MOU0114","Sample3","2014MOU0S31","epi",-74.814,41.6576
"1401MOU0114_Mountain Lake","Mountain Lake","1401MOU0114","Sample4","2014MOU0S42","hyp",-74.814,41.6576
"1401MOU0114_Mountain Lake","Mountain Lake","1401MOU0114","Sample3","2014MOU0S32","hyp",-74.814,41.6576
"1401MOU0114_Mountain Lake","Mountain Lake","1401MOU0114","Sample5","2014MOU0S51","epi",-74.814,41.6576
"1401MOU0114_Mountain Lake","Mountain Lake","1401MOU0114","Sample1","2014MOU0S12","hyp",-74.814,41.6576
"1401MOU0114_Mountain Lake","Mountain Lake","1401MOU0114","Sample1","2014MOU0S11","epi",-74.814,41.6576
"1401MOU0114_Mountain Lake","Mountain Lake","1401MOU0114","Sample4","2014MOU0S41","epi",-74.814,41.6576
"1401SUP0104_lawson lake","lawson lake","1401SUP0104","Sample5","2014SUP0S52","hyp",-74.8748,41.6643
"1401SUP0104_lawson lake","lawson lake","1401SUP0104","Sample4","2014SUP0S42","hyp",-74.8748,41.6643
"1401SUP0104_lawson lake","lawson lake","1401SUP0104","Sample4","2014SUP0S41","epi",-74.8748,41.6643
"1401SUP0104_lawson lake","lawson lake","1401SUP0104","Sample5","2014SUP0S51","epi",-74.8748,41.6643
"1402EAS0055_East Pond","East Pond","1402EAS0055","Sample3","2014EAS0S31","epi",-74.5731,41.7287
"1402EAS0055_East Pond","East Pond","1402EAS0055","Sample1","2014EAS0S11","epi",-74.5731,41.7287
"1402EAS0055_East Pond","East Pond","1402EAS0055","Sample5","2014EAS0S51","epi",-74.5731,41.7287
"1402EAS0055_East Pond","East Pond","1402EAS0055","Sample4","2014EAS0S41","epi",-74.5731,41.7287
"1402EAS0055_East Pond","East Pond","1402EAS0055","Sample2","2014EAS0S21","epi",-74.5731,41.7287
"1402EVE0050A_Evens Lake","Evens Lake","1402EVE0050A","Sample3","2014EVE0S31","epi",-74.6524,41.765
"1402EVE0050A_Evens Lake","Evens Lake","1402EVE0050A","Sample2","2014EVE0S21","epi",-74.6524,41.765
"1402HAW0005A_Hawthorne lake","Hawthorne lake","1402HAW0005A","Sample3","2014HAW0S31","epi",-74.6203,41.3788
"1402HAW0005A_Hawthorne lake","Hawthorne lake","1402HAW0005A","Sample4","2014HAW0S41","epi",-74.6203,41.3788
"1402HAW0005A_Hawthorne lake","Hawthorne lake","1402HAW0005A","Sample1","2014HAW0S11","epi",-74.6203,41.3788
"1402HAW0005A_Hawthorne lake","Hawthorne lake","1402HAW0005A","Sample5","2014HAW0S51","epi",-74.6203,41.3788
"1402HAW0005A_Hawthorne lake","Hawthorne lake","1402HAW0005A","Sample2","2014HAW0S21","epi",-74.6203,41.3788
"1402KIA0044_Kiamesha Lake","Kiamesha Lake","1402KIA0044","Sample2","2014KIA0S22","hyp",-74.6664,41.6769
"1402KIA0044_Kiamesha Lake","Kiamesha Lake","1402KIA0044","Sample3","2014KIA0S32","hyp",-74.6664,41.6769
"1402KIA0044_Kiamesha Lake","Kiamesha Lake","1402KIA0044","Sample2","2014KIA0S21","epi",-74.6664,41.6769
"1402KIA0044_Kiamesha Lake","Kiamesha Lake","1402KIA0044","Sample3","2014KIA0S31","epi",-74.6664,41.6769
"1402LOU0040_Lake Louise Marie","Lake Louise Marie","1402LOU0040","Sample2","2014LOU0S22","hyp",-74.5779,41.6037
"1402LOU0040_Lake Louise Marie","Lake Louise Marie","1402LOU0040","Sample5","2014LOU0S52","hyp",-74.5779,41.6037
"1402LOU0040_Lake Louise Marie","Lake Louise Marie","1402LOU0040","Sample4","2014LOU0S41","epi",-74.5779,41.6037
"1402LOU0040_Lake Louise Marie","Lake Louise Marie","1402LOU0040","Sample2","2014LOU0S21","epi",-74.5779,41.6037
"1402LOU0040_Lake Louise Marie","Lake Louise Marie","1402LOU0040","Sample4","2014LOU0S42","hyp",-74.5779,41.6037
"1402LOU0040_Lake Louise Marie","Lake Louise Marie","1402LOU0040","Sample3","2014LOU0S31","epi",-74.5779,41.6037
"1402LOU0040_Lake Louise Marie","Lake Louise Marie","1402LOU0040","Sample5","2014LOU0S51","epi",-74.5779,41.6037
"1402LOU0040_Lake Louise Marie","Lake Louise Marie","1402LOU0040","Sample3","2014LOU0S32","hyp",-74.5779,41.6037
"1402LOU0040_Lake Louise Marie","Lake Louise Marie","1402LOU0040","Sample1","2014LOU0S12","hyp",-74.5779,41.6037
"1402LOU0040_Lake Louise Marie","Lake Louise Marie","1402LOU0040","Sample1","2014LOU0S11","epi",-74.5779,41.6037
"1402MOR0050_Morningside Lake","Morningside Lake","1402MOR0050","Sample5","2014MOR0S52","hyp",-74.6529,41.7512
"1402MOR0050_Morningside Lake","Morningside Lake","1402MOR0050","Sample5","2014MOR0S51","epi",-74.6529,41.7512
"1402RE10003_Reservoir No.1","Reservoir No.1","1402RE10003","Sample2","2014RE10S22","hyp",-74.6908,41.3886
"1402RE10003_Reservoir No.1","Reservoir No.1","1402RE10003","Sample5","2014RE10S52","hyp",-74.6908,41.3886
"1402RE10003_Reservoir No.1","Reservoir No.1","1402RE10003","Sample4","2014RE10S41","epi",-74.6908,41.3886
"1402RE10003_Reservoir No.1","Reservoir No.1","1402RE10003","Sample2","2014RE10S21","epi",-74.6908,41.3886
"1402RE10003_Reservoir No.1","Reservoir No.1","1402RE10003","Sample1","2014RE10S12","hyp",-74.6908,41.3886
"1402RE10003_Reservoir No.1","Reservoir No.1","1402RE10003","Sample4","2014RE10S42","hyp",-74.6908,41.3886
"1402RE10003_Reservoir No.1","Reservoir No.1","1402RE10003","Sample3","2014RE10S31","epi",-74.6908,41.3886
"1402RE10003_Reservoir No.1","Reservoir No.1","1402RE10003","Sample3","2014RE10S32","hyp",-74.6908,41.3886
"1402RE10003_Reservoir No.1","Reservoir No.1","1402RE10003","Sample1","2014RE10S11","epi",-74.6908,41.3886
"1402RE10003_Reservoir No.1","Reservoir No.1","1402RE10003","Sample5","2014RE10S51","epi",-74.6908,41.3886
"1404BEA0401_Beales Pond","Beales Pond","1404BEA0401","Sample3","2014BEA0S31","epi",-75.3789,42.2019
"1404RUS0410_Russ Gray Pond","Russ Gray Pond","1404RUS0410","Sample2","2014RUS0S21","epi",-75.0958,42.1215
"1501CON0984 _Congers Lake","Congers Lake","1501CON0984","Sample2","2015CON0S22","hyp",-73.9395,41.1436
"1501CON0984 _Congers Lake","Congers Lake","1501CON0984","Sample2","2015CON0S21","epi",-73.9395,41.1436
"1501CON0984 _Congers Lake","Congers Lake","1501CON0984","Sample5","2015CON0S52","hyp",-73.9395,41.1436
"1501CON0984 _Congers Lake","Congers Lake","1501CON0984","Sample3","2015CON0S32","hyp",-73.9395,41.1436
"1501CON0984 _Congers Lake","Congers Lake","1501CON0984","Sample4","2015CON0S42","hyp",-73.9395,41.1436
"1501CON0984 _Congers Lake","Congers Lake","1501CON0984","Sample3","2015CON0S31","epi",-73.9395,41.1436
"1501CON0984 _Congers Lake","Congers Lake","1501CON0984","Sample4","2015CON0S41","epi",-73.9395,41.1436
"1501CON0984 _Congers Lake","Congers Lake","1501CON0984","Sample5","2015CON0S51","epi",-73.9395,41.1436
"1501DEF0977A _DeForest Lake","DeForest Lake","1501DEF0977A","Sample5","2015DEF0S52","hyp",-73.9621,41.1318
"1501DEF0977A _DeForest Lake","DeForest Lake","1501DEF0977A","Sample3","2015DEF0S31","epi",-73.9621,41.1318
"1501DEF0977A _DeForest Lake","DeForest Lake","1501DEF0977A","Sample4","2015DEF0S42","hyp",-73.9621,41.1318
"1501DEF0977A _DeForest Lake","DeForest Lake","1501DEF0977A","Sample2","2015DEF0S21","epi",-73.9621,41.1318
"1501DEF0977A _DeForest Lake","DeForest Lake","1501DEF0977A","Sample5","2015DEF0S51","epi",-73.9621,41.1318
"1501DEF0977A _DeForest Lake","DeForest Lake","1501DEF0977A","Sample3","2015DEF0S32","hyp",-73.9621,41.1318
"1501DEF0977A _DeForest Lake","DeForest Lake","1501DEF0977A","Sample4","2015DEF0S41","epi",-73.9621,41.1318
"1501DEF0977A _DeForest Lake","DeForest Lake","1501DEF0977A","Sample2","2015DEF0S22","hyp",-73.9621,41.1318
"1501MOM1010 - Mombasha Lake, Kloibers Pond","Mombasha Lake, Kloibers Pond","1501MOM1010","Sample4","2015MOM1S41","epi",-74.2056,41.2814
"1501MOM1010 - Mombasha Lake, Kloibers Pond","Mombasha Lake, Kloibers Pond","1501MOM1010","Sample4","2015MOM1S42","hyp",-74.2056,41.2814
"1501SWA0984A_Swartwout Lake","Swartwout Lake","1501SWA0984A","Sample4","2015SWA0S41","epi",-73.9308,41.1514
"1501SWA0984A_Swartwout Lake","Swartwout Lake","1501SWA0984A","Sample5","2015SWA0S51","epi",-73.9308,41.1514
"1501SWA0984A_Swartwout Lake","Swartwout Lake","1501SWA0984A","Sample5","2015SWA0S52","hyp",-73.9308,41.1514
"1501SWA0984A_Swartwout Lake","Swartwout Lake","1501SWA0984A","Sample2","2015SWA0S21","epi",-73.9308,41.1514
"1501SWA0984A_Swartwout Lake","Swartwout Lake","1501SWA0984A","Sample3","2015SWA0S31","epi",-73.9308,41.1514
"1501SWA0984A_Swartwout Lake","Swartwout Lake","1501SWA0984A","Sample3","2015SWA0S32","hyp",-73.9308,41.1514
"1501SWA0984A_Swartwout Lake","Swartwout Lake","1501SWA0984A","Sample2","2015SWA0S22","hyp",-73.9308,41.1514
"1501SWA0984A_Swartwout Lake","Swartwout Lake","1501SWA0984A","Sample4","2015SWA0S42","hyp",-73.9308,41.1514
